hour,day_of_week,road_type,distance,is_peak_hour,congestion_level,travel_time
15,2,2,27.28869856694278,0,0.3263145903165657,62.24445537822519
11,6,0,4.218016561595249,0,0.40375489063474024,8.409439349134498
1,2,1,37.26340848114128,0,0.10421295140031543,51.91005591357858
18,4,0,6.473817674086039,1,1.0,19.30118459588782
15,4,0,18.56357901366447,0,0.438394634907148,29.839135737840934
23,6,1,15.496646425159543,0,0.10948349739086465,20.1486268843365
12,3,2,10.969509004577521,0,0.46400445405964075,29.159374944777333
4,0,1,47.41109203840248,0,0.16861655167391967,69.5317959084199
22,2,1,37.881292729250774,0,0.11278651708322603,54.62726973718107
23,2,0,37.65112956800467,0,0.16546043683671477,47.843591427087
5,0,1,19.876904521106518,0,0.15726152760085504,30.139440222438818
20,3,0,36.596667509126156,0,0.46759024714976993,61.96539700571306
23,4,2,24.786778312306506,0,0.10173737249747764,41.188413063064566
16,2,0,23.490400456434948,0,0.5070653584551453,41.34345891996797
16,3,1,40.95800089851653,0,0.42904611162554845,79.08813430914525
16,0,1,17.676594969066898,0,0.4538868186454517,37.00419070175451
2,4,1,4.9609952159367605,0,0.1067827181165941,6.290750895661833
12,4,2,2.934685122912438,0,0.4594271227346569,7.483553609242167
11,3,1,42.34857785921925,0,0.3611598023053233,78.27962119786103
5,1,1,39.99522548615952,0,0.14542315562119257,60.39959285637866
21,1,0,27.928085635845452,0,0.5892424497840485,52.64458483995437
20,5,1,17.589817907062255,0,0.24918702793803776,27.72842890205306
12,5,0,12.148661139320469,0,0.4583714049661688,21.439459762295456
13,1,2,41.562684933867814,0,0.3328269383599503,94.69949294587462
6,6,1,6.2124399494187,0,0.28024052132400873,11.36944709660893
4,0,2,42.536310323976075,0,0.13216924586410045,77.12993745388354
13,1,1,15.482658937844889,0,0.550595243839501,32.008227209847774
17,3,1,11.376717977922544,1,0.7113209703732004,36.16850149899068
3,4,1,46.486271199401024,0,0.14064122057641898,66.30044956136412
0,3,0,19.982684794001518,0,0.1331521952182258,23.157976264937652
6,3,0,47.740414529368266,0,0.3865680114896289,75.50659300152984
19,2,0,32.37934909359424,1,1.0,106.25015064660775
12,0,1,30.45988732254015,0,0.58077865834825,67.1905562969487
3,4,1,19.381375154753655,0,0.1003645786309887,28.090479994822047
12,2,1,13.40115357738457,0,0.5790748374102327,29.797617140487148
3,6,0,5.7730283258334465,0,0.1435310817579076,6.050583290628161
2,0,0,29.56513517264414,0,0.19590715610877887,38.86931705204908
7,4,2,2.981365863485325,1,0.598194513918605,10.134082844164698
19,2,0,20.573650315630534,1,1.0,66.19250374796617
7,5,2,43.01307364300047,1,0.49688516997818494,146.06428309577166
16,1,2,45.6104228420286,0,0.3763094134560372,107.10115080947513
14,3,0,21.869169625984657,0,0.7056340672051726,45.43929784823161
3,5,1,17.85436471881411,0,0.12722987266370564,25.009243205071343
5,1,0,26.058756386685918,0,0.21945590124419867,32.69171014161117
23,4,2,5.596739973944378,0,0.08471913195862034,8.894253975594836
21,5,1,5.869179587255823,0,0.26102119499404147,8.550909033684679
5,5,0,2.443947524049886,0,0.09570211717470542,1.679756712181666
9,2,1,43.70655557537957,1,0.8169939162783766,150.29749075142269
3,2,2,39.88579995853289,0,0.14937904370452687,72.7854600851159
8,2,0,13.32287096535546,1,0.8059743131033437,39.40051975195583
15,3,1,34.598914938264066,0,0.3200282410927947,59.561625849863084
6,2,2,44.589911835174874,0,0.39406598712906354,106.26571129222333
13,0,0,40.78424205142654,0,0.5650886517854985,77.21365688918854
5,0,0,10.029538094650388,0,0.20129898205284488,12.58080491205224
0,0,1,15.196030716625502,0,0.11052026049843623,21.664111375078253
17,5,1,14.593330945152394,1,0.5488909065941119,40.10122399147647
11,1,1,22.570639770591093,0,0.49497442606220604,45.31093900071554
21,4,0,24.386615569220925,0,0.4176133146468322,38.12487104293136
14,1,1,14.753176383577582,0,0.4344816072027939,28.135843624198028
0,5,1,42.62347143844617,0,0.07922145715313254,55.97670444548922
14,1,1,3.604328500036191,0,0.4251373122019424,5.47069730534779
14,3,0,26.01079850107749,0,0.6975066399015711,54.093076619231766
15,5,0,18.123190981850016,0,0.33216023821686047,27.815274235896638
20,1,2,40.42336663891061,0,0.2650445509634768,85.02725381837418
0,3,0,47.345811196691514,0,0.14687794672689636,58.9433909741619
2,6,0,6.0126976265551555,0,0.09111997400485503,5.448986684950915
11,0,1,22.70424775362507,0,0.45292925690954317,44.09673167602951
6,0,1,20.791964105170056,0,0.3636390192365132,39.1186678459552
4,1,0,1.5298750275882051,0,0.14639169368467975,1.2928235616692325
0,1,0,43.13593950685783,0,0.20443557030804868,56.222727401476845
0,6,1,10.884467567390493,0,0.09536673096193195,15.494737512593392
14,0,1,4.784616867554826,0,0.5663428000611235,10.738320609084964
7,6,1,45.3944136030604,1,0.5812870788324599,133.37358361370102
10,2,2,14.687149019335724,0,0.3494335588407636,32.46793007957116
13,0,1,28.063328538831843,0,0.5453140812619407,62.0983524856956
22,6,2,28.48404893712447,0,0.06972492990427848,49.13116341640301
12,2,0,49.98323532844219,0,0.5823120718908329,94.06693317569554
18,0,1,41.357575036239716,1,0.905377566436172,153.377424733481
11,4,2,11.951844359187497,0,0.2617479648518543,24.197374835408297
21,3,1,30.74764793055304,0,0.4731900270590734,63.51412566655754
18,3,1,1.710148642993902,1,0.8705033003895111,5.420092797223462
3,4,0,29.086668294836706,0,0.21325351892814728,36.4867739415775
3,2,2,46.313878321321496,0,0.09840573798022129,79.28577001140741
2,1,2,4.470176493215105,0,0.15931081216016352,8.322418053476785
5,1,1,5.508540068219462,0,0.10456528704982707,5.747759867733766
4,3,0,2.6014211693751843,0,0.15466191936110346,1.2222763653634479
10,1,0,28.733958486268616,0,0.3637764003034168,43.53550004371858
8,2,0,17.80931332541247,1,0.8002940626139275,49.552494270001425
2,6,1,4.681230461278549,0,0.08530398867236019,8.196015812896473
8,1,0,12.189430278352194,1,1.0,40.43838841962473
11,0,0,45.32457624839902,0,0.5041236905513534,78.33633013323981
2,4,0,17.042526278911968,0,0.12935574666751506,20.07956801014845
19,3,2,8.333982827783121,1,0.6130341220473595,30.717480946010202
16,6,0,19.463218594877656,0,0.3145606378139088,29.83213354767292
20,1,0,16.521834433633845,0,0.36849379405557786,24.791115389772116
11,6,1,33.15146817528378,0,0.2943332537890306,58.846880132087826
17,2,2,12.626475411092427,1,0.7938234906729051,51.983226532330015
3,1,0,0.7945701375513087,0,0.16626151916346374,-0.7982981603123254
9,6,0,37.49615620463599,1,0.5141832222544686,88.01208878537545
17,4,2,25.372583124411676,1,0.6352729689503789,98.35276596841513
7,0,2,10.965362977071681,1,0.5177996481725904,37.556145747881445
8,5,0,21.34656528460957,1,0.5765034730787386,49.775094727676546
18,3,2,23.061849481376946,1,0.6363054247553456,89.11739123019262
12,3,0,45.36610283101771,0,0.5364823206584555,83.77819735798394
5,2,2,1.3651374994691723,0,0.13857194473204731,0.7227296973280164
21,0,0,46.52916165623792,0,0.5380199531472262,84.68995220328199
6,1,2,2.2890819865265803,0,0.267506158052848,3.419312674059369
20,1,0,49.35823176601144,0,0.36813580194356516,76.73886023656812
5,5,2,25.549701856378668,0,0.07915081873198551,43.354566073169195
10,6,2,22.423767972436657,0,0.25497322065141365,48.11116200648644
16,5,0,36.60218604598611,0,0.33509889776893814,53.27808622372458
18,6,1,1.8682632252515592,1,0.6437017826997704,6.818346738900074
11,5,2,41.74501839419513,0,0.243683596707815,87.28070857832643
20,2,0,45.232981773238464,0,0.4334482901914147,73.92749484489396
20,0,1,3.6898160618679126,0,0.48381349771647386,7.609333752633832
23,2,1,23.706891873599357,0,0.17681411678258419,34.100090127432274
12,4,0,18.22104828309806,0,0.6099752667874206,36.54467820043141
17,4,2,37.051563820262324,1,0.5743339586426315,134.47157740879075
6,1,0,38.13710430257551,0,0.38508861342595724,59.640660457124426
22,4,2,29.88921678379551,0,0.09422721972048285,51.2302331523851
4,2,1,40.88938228352062,0,0.19089154394418872,63.181206849244504
15,3,2,33.51220990746448,0,0.36314952842450526,78.99745592407889
21,4,0,25.12325807091581,0,0.5472890363991066,46.66892262930671
3,6,0,28.4722648944906,0,0.09282965494571131,33.94638425715686
22,2,1,15.746530509675432,0,0.13026759446737043,22.808152443835887
0,3,0,22.695423913076404,0,0.23635712309636625,29.26976634738566
3,6,2,46.81506602933633,0,0.11099866012000321,80.93462688263112
2,3,0,37.56251707235735,0,0.1851806030952938,47.47605321638371
3,5,0,11.535661342596446,0,0.16300685088270528,14.61312024289432
0,6,0,5.039898619123602,0,0.14336189393502086,6.4446487515209405
11,5,2,3.9142301823506993,0,0.2719154053117294,8.685004773783817
12,4,2,42.66791253561737,0,0.40840796933989526,102.85006862440586
1,0,1,41.86713185878997,0,0.11359444103343619,59.07256781121499
8,5,2,16.315475981044752,1,0.4776106663725168,55.2635188580412
6,4,0,1.0846826396592255,0,0.5617162919631099,0.16401383083623755
12,4,0,21.608846301820517,0,0.4975143295197988,39.38417810650884
21,0,2,17.083169071853877,0,0.31104616310843836,37.312364459480605
1,4,2,6.820240384802457,0,0.14590056254041822,12.255549396463035
0,2,1,10.29899144415795,0,0.15637059663148692,14.39086901666796
17,0,2,30.2620038290698,1,0.6259414929365779,114.17408988216833
6,2,1,36.070861808789466,0,0.39197999201143163,69.29334351835013
17,3,1,28.781020833569126,1,0.9480453112460222,109.73924725272407
18,0,2,8.76955954253993,1,0.5840229169312771,33.43646420847892
7,3,1,15.952522331697496,1,0.7917033503262894,56.330473218791646
22,5,1,35.38558490617587,0,0.13402085704120545,52.089153667458916
11,1,0,4.581594418541945,0,0.4985909123525166,8.170953104874881
10,6,0,34.32752238167878,0,0.34076101832679956,50.836002802018484
8,1,0,42.80882811575537,1,1.0,140.10135778758564
3,2,2,39.7163078778049,0,0.1053258204020946,69.12341907136748
6,3,0,28.99179161881251,0,0.5490405859381292,54.12174229282865
16,3,1,44.776164595011075,0,0.3043310066278028,77.79144408645011
10,0,0,3.3664689951595683,0,0.4534901001985831,6.643640914121803
1,1,0,26.787713879643885,0,0.130719339915411,30.66466286191594
22,2,2,38.731400252916465,0,0.1035974573893606,66.59252137369214
17,2,2,23.189305239171315,1,0.7292606267600497,95.20162695915037
21,0,2,49.381313540910824,0,0.28334711625754994,106.79700370527087
11,0,2,1.4036423705163439,0,0.2403077965725624,3.0309054779448172
8,5,0,16.926602591164453,1,0.6589259128307361,44.91040311951147
10,2,1,44.68896855657206,0,0.32607487464782153,81.3393667274804
4,0,1,8.908907881235734,0,0.1618569698095239,14.257415114919652
6,5,0,23.21913530705288,0,0.25644125372091126,32.28286016294973
0,3,1,37.14870498327496,0,0.1891904171712288,55.65690317972509
23,2,1,25.211345869119523,0,0.10540050456112014,33.63669395742683
4,4,0,19.401804787195186,0,0.22698176678323725,25.903102977881026
5,1,2,1.5016852259729339,0,0.15683990536240602,2.7632468016282443
12,1,0,39.70777068191212,0,0.5917427519745077,73.9262593641723
10,4,2,35.74585616171183,0,0.3043650678627132,77.58970746779485
7,4,1,45.56478310084839,1,0.7677265858830162,154.69957375335898
19,6,2,45.29921125480644,1,0.3990905599484881,141.37962715679416
1,3,2,42.66378671071701,0,0.15735461495044648,77.18987061344764
14,2,1,18.42457001106598,0,0.44558977452663323,37.8768716233441
9,0,2,21.747036915852874,1,0.6373688099141613,81.74646968321821
7,1,1,46.212770691553374,1,0.7173861764650992,148.09740397462306
1,4,1,7.891013220407879,0,0.1857260306800848,12.682133669874231
20,6,0,1.762277942434016,0,0.37005730432426365,1.6852452171906616
14,2,0,32.42589373663577,0,0.7111833659643564,68.43380819785399
5,0,0,16.867669884572045,0,0.20037026911794656,21.286572778052104
4,6,1,10.161335975915168,0,0.08719403355059756,15.513265807766308
21,1,2,21.386005051309947,0,0.257780901272262,43.0842705555241
21,2,2,12.571499060744452,0,0.39832413084922047,30.227890905106875
2,1,0,13.98744323184604,0,0.20186373224910642,19.53577906151806
10,3,0,10.784563902244866,0,0.4369595895663823,16.05375068053354
10,6,0,38.25093930401178,0,0.38996439082480006,61.59361608610942
15,1,1,48.1475125776826,0,0.4332825985614247,95.19461164287786
2,3,1,32.09672529345619,0,0.14843041501283527,47.28711421162904
8,3,0,28.04397809478855,1,0.959818771520982,90.09540937695785
2,3,1,44.4573187865239,0,0.16489316099804052,65.29834140019385
18,0,0,1.6187907779735469,1,1.0,3.693713210667854
10,5,2,11.088700093303874,0,0.25161807072168135,22.356235144556628
13,0,1,23.459274196134096,0,0.5417571062101013,49.34001731103104
1,3,1,5.71498338538951,0,0.16925517856839759,10.119358311204042
6,2,1,20.06404357268081,0,0.30562063875081985,36.57072133089329
9,5,1,19.408039858464747,1,0.4342279293900134,48.56736543081699
9,5,2,47.35622462891337,1,0.39265305057168265,147.70352461354662
19,3,2,8.612884621126017,1,0.5977649697013362,31.285391521757504
0,6,1,24.054296659992463,0,0.12183025901963515,32.819479143769705
5,2,2,5.8459552333232185,0,0.09218627891541478,10.132256428880297
20,1,0,39.37173202055552,0,0.5632269378783389,72.20362465346648
13,0,2,37.58934454174112,0,0.4657323783026759,95.66765499012062
1,2,0,48.439423384380575,0,0.13210308700262272,57.285792392383435
5,5,1,18.22027827097616,0,0.13814081579479126,25.816381878945613
0,2,0,49.482658292389715,0,0.13103645120520574,58.618989925226046
2,2,0,34.821643381317514,0,0.20559486306636718,43.96051682465779
3,4,2,4.625777064105858,0,0.15762020826485482,8.886611697530075
12,0,1,2.51951166598746,0,0.41648644146884334,3.1811660205448327
2,4,2,6.525284959072829,0,0.15966703770469856,10.423205440738121
14,1,2,0.51203415079625,0,0.43693757736898964,1.9653219466221807
12,2,1,34.79864621768557,0,0.5345879695954313,76.23682789926623
21,0,1,47.90689864655481,0,0.36480026461044357,89.85520103567102
10,5,2,2.6538824333792856,0,0.21001404754581504,6.214607484763144
3,0,2,10.317258238524477,0,0.1088050102517635,17.86560936265935
16,0,0,48.01786074987533,0,0.5613427626894458,88.37872859668576
4,2,0,12.823646150206738,0,0.18221271352466742,18.010017624862307
20,5,2,42.89867497601701,0,0.270662115308438,91.40529691412502
23,3,2,10.191141369089928,0,0.12102701205132532,16.707270441321402
7,6,2,48.477870063341996,1,0.3552737655492803,144.00795735852253
20,3,2,19.784484632369157,0,0.30013407200230086,42.46727235020027
23,3,2,35.45451640913038,0,0.12102547957037389,61.96562070754032
9,4,1,47.26953942968339,1,0.8167606798420671,164.99808127951678
6,2,2,14.22390440089095,0,0.3427169850678176,33.68966510847196
16,1,2,21.871230048924847,0,0.3642432436563088,48.741687821290256
6,4,0,14.04171482305844,0,0.4133515054532712,22.3641796070959
23,0,1,24.691148044513486,0,0.19735875081716073,40.15625433473635
18,3,0,45.32131311848649,1,1.0,147.19416774605014
8,0,2,10.206260522344172,1,0.6476589061078987,41.13827275441515
23,4,2,26.360893264535008,0,0.0837224118267751,46.38614344278244
1,5,2,8.086179538665682,0,0.09917550444787103,14.886669877689734
21,3,2,20.601866391278747,0,0.27519479054776513,42.5046186660768
19,2,2,10.51844381115771,1,0.7269736175925866,43.80167498141826
18,3,1,11.820898874982744,1,0.8775575038577847,42.60873801242585
5,3,1,23.76281193096102,0,0.1560490065614209,37.08058272600652
9,5,1,37.213365267389015,1,0.6289884037088377,111.39522188115963
12,3,1,6.830328632434014,0,0.5207650028252766,13.433800836421977
1,4,1,39.627242909548634,0,0.15052465805993895,59.221866675500635
9,3,0,49.38978558357114,1,0.9988149954286882,160.67947459328067
9,5,0,15.601130065525524,1,0.6588671639078358,40.575725639277586
4,4,1,10.360630492480842,0,0.1132290201999653,13.979589721926889
21,0,2,1.8631688546983185,0,0.3812101896372515,5.091360125606132
3,2,2,10.084416825953047,0,0.1278410862529456,17.199935489011004
22,3,2,30.132649250783484,0,0.11474833803513325,53.46443539865406
1,4,1,42.377038796007284,0,0.1344116021190662,61.788386029704434
6,3,1,0.7477253839186495,0,0.37915272466335576,3.15940281794682
17,3,2,31.719007245714693,1,0.6966460126609918,125.27599791992996
16,5,0,7.7262114449671015,0,0.36190803722360093,11.428811867013852
10,3,0,40.0562269376684,0,0.5492539372710704,74.59935812315261
20,1,0,11.29031881074032,0,0.5592960654049336,19.83047874350705
17,2,0,3.814858174697557,1,1.0,13.081052449382147
7,2,2,49.03872064779883,1,0.6496159900463727,190.36337680207401
11,4,0,23.508390115546238,0,0.41393449508332464,36.39476369760903
23,0,1,19.168443855558195,0,0.19083936160320242,28.568725161093028
0,0,1,28.990485309923912,0,0.10751712171664835,40.51769837018464
19,0,1,28.011640019987503,1,0.9462907436128856,106.41983915515829
20,3,0,2.7736247624622647,0,0.5669973842400787,5.605114432100157
11,5,1,17.623530665332645,0,0.32053682941928535,30.452656573938416
5,4,1,30.752385922504917,0,0.16380775981626067,47.39122278522508
2,6,1,47.243282077917705,0,0.12840618981177393,66.38589612984843
4,3,1,32.78569577471259,0,0.16771093151230654,47.27833978996895
13,5,2,8.876942106210496,0,0.3226360718376489,19.612435405254327
11,1,0,0.9791725306823518,0,0.451657355271269,3.5103608378006275
12,4,0,39.42396819500518,0,0.7003768908977205,80.61446484891043
12,4,0,41.700025471900354,0,0.539869773768203,76.35868123705681
16,5,2,9.57453613880193,0,0.2537499635849821,21.548490198933184
23,6,0,16.388855916432856,0,0.08688473337065065,19.32511713408634
14,4,2,39.40437755019084,0,0.44201394229651464,97.29345786322291
5,5,1,34.34967608203606,0,0.08804174187721245,44.72040435784547
11,1,2,7.043824559940858,0,0.39952017057483385,18.014361145458537
1,4,0,33.3446642767863,0,0.18631627862693756,44.33007299454457
3,6,2,35.60193274955114,0,0.0885999500523844,58.957885934184254
19,5,2,49.451407040609155,1,0.4270469171634592,159.576951374001
20,5,1,44.68557249927248,0,0.2307346165485968,73.33564127044643
11,1,2,2.301961448920041,0,0.27713339958047817,5.248842751266947
2,0,2,5.7789399256641065,0,0.12268855542225919,10.872073398421625
16,5,2,20.44618525637607,0,0.1851865839554786,40.67090923810117
5,5,2,16.366706951803057,0,0.0758889627233936,26.585494137994434
23,4,0,5.683201772190136,0,0.17550770876562483,6.005062452318073
16,3,1,38.094000110401865,0,0.47870785995412374,78.64543059312359
16,2,2,14.969779940073602,0,0.25552615622976105,30.463302529151367
10,1,1,42.46213556355419,0,0.3816354169368819,78.46433237055227
22,0,1,17.99775604846823,0,0.16177798445717625,26.528237932410732
6,6,0,37.364510567539064,0,0.34763264761120327,55.501495346098956
1,0,2,10.909825017063845,0,0.14020219071396187,21.001927049046913
18,2,2,23.810318581367554,1,0.6550489847253429,93.38238243506555
1,4,0,27.927712341735305,0,0.1218090981958699,31.59954462634121
21,6,0,22.63683371095136,0,0.32961549669217943,35.03629937713802
12,3,0,39.00247392563898,0,0.5149276862792478,67.63588167557563
23,2,1,33.273705661924744,0,0.12961348529260816,46.80271252160024
23,4,2,29.310999489885354,0,0.08182550704240149,48.010574965841144
15,5,2,11.955674085327685,0,0.24856198992180087,25.669925575135366
16,6,2,26.47558306828603,0,0.18254564270559012,49.353029902217536
10,4,0,35.33024758368901,0,0.5787753175591032,67.32089534687393
8,1,1,47.13767463224051,1,0.8644628562355061,167.74566117808885
23,3,1,7.36405999581834,0,0.12604649795255896,8.955876137637034
8,3,0,43.39671476225637,1,0.9826458220162385,139.9706069151086
13,1,2,6.4618151785135565,0,0.41930324316784884,15.269847752409103
12,4,2,34.28986674139799,0,0.3952165032483732,83.19386235455873
10,4,1,32.233535229448464,0,0.40541682507442856,63.43642089065098
11,6,1,43.796652658586176,0,0.23186882414921678,70.51008046859393
21,3,2,3.4333346866050367,0,0.39711633631523585,8.554604047124368
2,3,0,44.32578407328735,0,0.2201409807315212,58.95771200132116
0,3,0,16.66693446083358,0,0.19966844039308937,20.117153917522085
7,3,1,24.261253515879435,1,0.8877931372539678,86.31007973945134
18,4,0,42.92988932057124,1,1.0,140.45985930413678
12,3,0,27.596661530698796,0,0.5442774033227291,50.791628650698534
6,5,2,17.293965814251305,0,0.23786114390238863,36.40293513075329
12,4,2,39.083538474728705,0,0.37815939421935035,91.51343491007039
5,1,0,3.8181833879559544,0,0.22994085481904256,3.8508061843064647
2,5,1,33.64511290469709,0,0.09030123269362866,47.17834083710409
5,0,2,0.5793759971655281,0,0.13984313680220686,1.0293166527534467
2,1,2,2.4257271429465557,0,0.15544659182507925,2.5660008923504547
12,1,2,48.13253324845842,0,0.45099966651788903,122.14072429209632
12,2,1,23.97032752387418,0,0.4615768699016908,48.745358367363494
12,1,2,3.4505794135191454,0,0.3421119838300893,8.898142482686334
0,6,2,44.541118527326375,0,0.05798253756837497,72.9217735347694
7,2,0,6.4296878770901635,1,0.8360509378991805,19.7051963818654
4,2,1,2.2313382517449405,0,0.18342141869286813,4.908710321370393
19,2,0,19.934682622929806,1,0.8812779613122584,59.599534925561095
16,5,0,8.571035659922945,0,0.2847395694243207,13.33975990584723
8,1,0,4.291067714456961,1,0.7807566527350732,11.422521899382655
12,0,0,11.652923222734456,0,0.6336710013937198,21.672788936059327
12,6,0,3.556677158233599,0,0.34399635451767685,3.6978859174403618
4,5,0,19.57683723593038,0,0.13712203037149703,24.83494732877418
13,2,2,45.40542113872435,0,0.37793540877860354,105.47227127674648
10,6,1,13.697700279459863,0,0.3325918147416887,22.988560003551637
13,3,0,36.876755943910425,0,0.651866827327166,72.31931543880516
6,3,1,4.33378587980033,0,0.44250788972711663,9.26144111871104
23,4,1,2.18008885716087,0,0.16360867420383124,1.3174265392633062
16,3,2,11.631087369709856,0,0.3816172963555601,28.829844714009184
3,3,1,35.930834779665695,0,0.18478770369369413,56.11903874891694
9,2,1,11.56023132700413,1,0.7128565309785095,39.14576657798413
9,5,1,5.598094299892657,1,0.5723254290752757,16.27111507102921
14,1,1,19.85943630595982,0,0.4047168967439137,36.475027438325455
19,5,2,32.438854021858276,1,0.4267482457026994,102.4981810816033
11,5,2,36.08563006897064,0,0.2252838905997809,71.23594570185779
8,6,0,5.6040765269884405,1,0.6960511056423168,16.363472954684887
2,3,1,7.879404169267686,0,0.17518459406542727,11.929802678381458
14,1,1,0.8833823112123441,0,0.5662021380468142,1.037596678954685
11,0,2,46.773152125249446,0,0.29623681947622565,101.93192300508557
14,6,2,21.786780532359742,0,0.2483995480293254,46.72377051496076
0,5,2,0.5490754593776177,0,0.10085327420246425,0.7561475170446902
14,5,1,32.15280818263392,0,0.35296736460358275,60.12895201640262
10,3,2,35.408985841069935,0,0.2500915256267551,73.55908602004297
4,0,1,16.538688638952312,0,0.10066807545429218,23.376435245315207
6,6,2,1.6719622181529252,0,0.27231132039729145,2.8147013429902112
11,0,1,49.73365364999324,0,0.4656646918969928,102.8190433276016
19,4,0,15.06018667347568,1,1.0,47.044810061430056
5,1,2,4.559390505967027,0,0.15658224628255582,8.70865193202531
21,1,0,48.0810129075278,0,0.4396759633967184,78.04856046260257
2,4,2,11.11873757643411,0,0.13499132295736413,18.716822886183806
9,6,2,32.41289046089414,1,0.4597498635599976,107.55715472605652
20,2,1,25.068788685143936,0,0.48247676517036964,50.21269396979228
21,6,0,39.26910406729218,0,0.27815070468702197,54.262145743025734
3,4,1,5.859096416432532,0,0.147365831375748,7.339067962765562
12,6,1,38.30803978700191,0,0.40207192306704354,71.80839518931464
18,5,1,22.259030710366194,1,0.6542695098971606,69.05836826536101
4,4,1,7.502339631494896,0,0.1571566330609843,12.397983139176615
22,4,2,32.841873245005765,0,0.08628335118795412,54.533969023453764
21,0,1,45.313995057375024,0,0.3098567174615907,80.75984486132275
17,6,2,16.630393475407388,1,0.4938283993917162,57.287222747943176
0,6,2,38.48408487177027,0,0.07440996215053902,64.58836162143203
20,1,1,7.906369820555145,0,0.35927611959961325,14.136422570855842
20,2,2,49.55323339196431,0,0.2713681192912692,102.73949919431773
15,3,0,35.37219783719288,0,0.5692264156014311,64.11198155946884
15,3,0,27.908894267827264,0,0.5204393443068515,48.271993951756166
15,3,0,23.861028049972962,0,0.5524346791230477,45.028448855881905
21,2,0,32.85590769515556,0,0.535008692022124,59.18729748227823
18,3,2,39.453979346840235,1,0.6285018565411509,151.12634521467805
15,2,2,6.569600383901743,0,0.38711934418810734,13.644203947943128
0,3,0,33.24761358145452,0,0.2358574597168718,44.707042104247854
19,3,0,46.001160052900715,1,1.0,150.90800882311277
19,2,0,14.050648903129808,1,1.0,45.15481407569318
9,1,0,38.77226821619924,1,0.9026428869157535,117.60084658386401
1,5,2,5.76128485861882,0,0.08711553119943664,9.903804300114786
13,5,0,45.02864152798064,0,0.4316003666620386,74.07074513959925
7,2,0,2.3814702800246623,1,0.8015383542342406,6.030830039020488
5,2,1,0.9508039579283817,0,0.17800497146417388,2.946690407642053
2,4,1,19.15885762540781,0,0.180444568767729,30.659323147224306
15,0,2,26.745564345244105,0,0.3171864820233094,58.431836593709384
16,6,0,22.985513485959064,0,0.31060916502921976,35.1576058115018
11,0,0,9.54054729643051,0,0.5241758966891603,15.293757701216993
18,1,1,40.19362851675309,1,0.8644822531865413,142.9353820763035
23,1,0,35.32579608318819,0,0.12212799637586116,42.11990051131195
19,1,0,43.90774458459118,1,1.0,143.55989176274971
2,0,0,1.5198749386927934,0,0.20917618148714204,0.43283787303782795
12,1,1,17.55019973672354,0,0.4979898889506572,35.401659607606994
15,5,1,10.289019215788437,0,0.33406357125131236,17.999730546919025
10,1,0,32.04924623440105,0,0.5927072068435509,59.3827974268811
19,6,0,48.76457201155303,1,0.633522005100553,123.68353025186738
15,2,0,15.184311850270047,0,0.5524905818523493,25.931318309217158
19,5,0,42.814726864942116,1,0.791100858253029,120.68049318200933
1,5,2,43.42794370920097,0,0.07362823381002866,74.02878612434787
3,2,1,14.688244197052411,0,0.10474014391160455,21.55491979312621
3,6,2,4.356825294662926,0,0.05780989526771415,6.909746556386496
16,0,2,43.368055923018765,0,0.3391278870797403,99.6798493763929
0,2,2,40.15690316940254,0,0.14647973173264506,74.43727001373342
0,1,2,31.290937565386404,0,0.08688383828011317,54.856201961263196
4,2,0,19.477958622454295,0,0.15783991432984387,22.424339651847205
21,5,0,11.218224734869066,0,0.41678452859703624,18.79692151999214
11,4,0,16.769916454209167,0,0.44981375103393306,29.677309966698502
5,2,0,5.754204984309135,0,0.21028642948144965,6.298827120350853
5,0,1,41.376775685115255,0,0.12725720074550811,60.04811297266176
16,1,1,7.319147520571013,0,0.3491305919380505,14.649288593338845
21,5,0,7.2079514145851915,0,0.3476669584834567,10.142463246602693
12,5,0,44.4374910053831,0,0.40660763556855944,70.19266767851647
7,1,0,34.61104900351297,1,0.9657708229697267,109.33426736547275
23,0,0,13.186998040871039,0,0.16719938493788866,16.573738632453576
11,2,0,13.98958878606907,0,0.4578927138397324,24.1066282047927
14,6,1,43.394697021981614,0,0.38198783467510855,80.85345991510012
18,1,1,29.576743678989406,1,0.7212882652327326,96.4024338422151
20,1,0,21.161238539453684,0,0.4760545950609433,35.2684762038516
19,4,1,44.94365856765632,1,0.9522696321642041,168.88113571216198
16,0,1,10.694003156324017,0,0.3041184991906904,16.99942987452437
8,5,2,27.430046186749994,1,0.41924716575690496,85.63963402204958
20,5,0,46.52786917033307,0,0.2692215963491787,66.06282478526239
17,6,0,24.22205813305788,1,0.8085391930917413,68.90525015624848
1,2,1,15.035629714717485,0,0.11254800254583823,21.91419947818101
10,2,1,49.72311398942933,0,0.37234089081199967,93.92207101168219
22,1,1,26.511679423056904,0,0.1708844222453822,38.896289156382366
19,3,1,20.84522096778765,1,0.7341523938932206,67.82162806123843
16,4,0,16.884295615609748,0,0.5559650868062375,31.239046509155838
20,4,1,16.369645803499825,0,0.33584159046845613,29.632834562920557
17,4,1,8.418799843540032,1,0.7434324865791951,28.35080452876526
14,5,0,39.11616013643408,0,0.43155425995137475,66.3027316820055
6,1,1,20.178611669733105,0,0.4627547552215714,42.66579347426314
